GeneSymbol	Human	Chimpanzee	Pigtailed_macaque	Japanese_macaque	Rhesus_macaque	Cynomolgous_Mauritian	Cynomolgous_Chinese	Baboon	Sooty_mangabey	Marmoset	Squirrel_monkey	Mouse_lemur
AGAP8	449	2	8	0	0	6	0	4	16	0	0	0
AGAP9	0	0	0	0	0	0	0	0	0	0	0	0
AGBL1	1305	3138	3174	2364	2176	4747	2216	1608	422	66	1566	4
AGBL2	0	2	24	14	10	16	14	10	28	278	28	8
AGBL3	34	8	50	16	6	32	22	10	52	0	0	12
AGBL4	0	0	4	2	0	0	0	2	2	2	2	0
AGBL5	3956	238	238	164	92	174	212	244	198	256	130	136
AGER	204	16	6	40	4	8	2	12	52	0	6	0
AGFG1	21248	2816	2870	2204	1098	2068	2840	3308	3934	1784	2536	2714
AGFG2	1956	210	202	136	74	154	144	422	172	178	30	34
AGGF1	5142	1854	2488	1970	998	1778	2006	2568	2426	348	696	1290
AGK	0	0	0	0	0	0	0	0	0	0	0	0
AGL	47753	165561	103807	179760	132104	168177	144364	143606	9326	50484	54129	38030
AGMAT	563	3328	1292	2194	1898	2536	2250	2772	154	102	262	32
AGMO	106	4	16	0	8	14	2	24	12	30	24	10
AGPAT1	15655	390	515	632	312	316	738	1158	586	342	130	96
AGPAT2	5700	172	116	132	32	92	124	224	282	54	60	28
AGPAT3	37294	3660	2368	2020	1120	2470	2858	4066	1966	1052	1312	150
AGPAT4	374	82	88	54	42	44	82	76	88	24	30	6
AGPAT4-IT1	0	8	2	8	0	0	10	4	0	2	0	0
AGPAT5	12678	476	858	832	392	1222	1678	980	3794	608	994	214
AGPAT6	13841	1158	2096	2132	826	1272	2778	1910	1810	1170	2492	2140
AGPAT9	28975	1986	7386	2458	1346	3308	5926	3924	14898	5370	1666	50
AGPHD1	961	32	294	62	52	78	106	114	106	14	36	42
AGPS	17655	2054	3760	3236	1366	3264	4140	3580	3662	1368	1322	3186
AGR2	0	0	2	0	0	0	0	0	6	0	0	0
AGR3	0	0	4	0	0	0	0	0	0	0	0	2
AGRN	980	106	130	130	56	98	162	254	484	148	66	28
AGRP	0	0	0	0	0	0	0	0	0	0	0	0
AGSK1	1793	0	0	0	0	0	0	0	0	0	0	0
AGT	15095	378	20	8	2	12	10	18	14	36	2	4
AGTPBP1	10655	3322	1502	2348	1434	1704	2184	4850	2182	1874	6418	400
AGTR1	6037	134	552	270	234	348	488	720	3140	286	416	364
AGTR2	0	0	0	0	0	0	0	0	0	0	0	0
AGTRAP	3591	60	210	100	90	208	218	676	226	144	38	74
AGXT	25	2	4	0	6	2	0	0	0	0	0	0
AGXT2	5	2	0	12	8	0	0	0	0	0	0	12
AGXT2L1	375	42	8	0	0	2	0	0	0	0	0	8
AGXT2L2	3427	166	118	94	58	118	146	222	84	106	258	62
AHCTF1	23240	4022	3694	3510	1826	3044	3657	5296	3296	1546	1728	1812
AHCY	19311	466	506	1822	658	3208	1604	876	612	234	336	926
AHCYL1	60934	2818	1840	2546	1364	2042	3942	3590	2032	1314	966	1968
AHCYL2	20016	3228	2170	2602	1488	4248	2958	3244	1322	1180	858	862
AHDC1	9801	1048	652	706	172	328	1592	550	418	564	772	136
AHI1	2330	800	350	888	370	574	610	356	718	612	428	340
AHNAK	844657	90325	126774	110961	81745	94683	124173	204402	118360	152359	95958	131875
AHNAK2	3999	168	217	526	387	738	461	630	776	179	206	8
AHR	5051	438	468	424	306	346	606	714	706	374	428	84
AHRR	17	2	4	0	2	2	2	4	8	0	0	0
AHSA1	14306	3118	4066	4080	1778	2518	3518	5182	1430	2928	3896	3144
AHSA2	1398	864	290	258	138	136	210	218	164	18	20	252
AHSG	0	2	30	0	8	12	0	0	2	0	0	0
AHSP	0	0	0	6	22	0	0	0	2	4	0	2
AICDA	21	2	0	4	2	0	0	0	4	0	0	0
AIDA	25122	952	1320	1096	584	1124	1116	1460	944	1134	1014	1166
AIF1	0	0	0	0	0	0	0	0	0	0	0	0
AIF1L	2702	386	270	140	134	152	200	186	252	24	30	12
AIFM1	12795	2048	2960	2804	1028	2034	3586	2996	558	1506	1120	2970
AIFM2	2870	152	368	538	210	338	372	296	590	174	218	648
AIFM3	19	18	18	14	4	16	18	32	16	34	14	112
AIG1	1491	280	466	504	294	258	152	542	80	112	64	1126
AIM1	1913	76	224	192	112	184	218	178	226	130	108	74
AIM1L	0	0	0	2	2	0	0	2	0	0	0	0
AIM2	8	2	64	62	16	50	22	122	58	2	2	0
AIMP1	13590	2196	3222	3772	1492	3052	4832	5100	2858	2754	1526	1476
AIMP2	20607	2118	1168	2044	952	2163	3987	1698	1450	644	674	304
AIP	4659	536	1612	1718	904	1298	1864	2154	266	380	362	444
AIPL1	26	0	0	0	2	0	0	0	2	0	0	0
AIRE	0	0	4	80	10	14	32	0	0	0	0	0
AIRN	29	0	0	0	0	0	0	0	0	0	0	0
AJAP1	109	4	20	14	12	10	26	30	188	46	4	0
AJUBA	456	16	121	86	74	30	120	90	230	178	54	50
AK1	69449	25644	6422	19696	21048	18730	24193	21516	2252	6916	4656	2058
AK2	23231	4608	6148	3014	1286	3036	3144	3626	2136	784	1020	1074
AK3	53376	5468	8422	8852	3218	6536	11213	10056	2944	1516	1190	1610
AK4	3234	160	406	172	66	216	246	688	224	58	180	86
AK5	522	10	0	30	8	10	6	10	18	12	6	6
AK7	392	0	0	0	0	0	0	0	0	6	0	0
AK8	8	0	0	2	8	14	8	10	22	2	2	0
AKAP1	79401	5086	5638	1960	1238	2351	3216	7188	10068	2490	1908	630
AKAP10	2876	550	1100	854	392	808	890	1502	1464	696	432	760
AKAP11	20883	764	1626	1678	722	1418	1134	1532	1590	1714	1022	588
AKAP12	11847	3176	3960	1978	1914	2626	3700	3294	5280	572	412	28
AKAP13	55749	8346	7323	7358	4178	7205	7404	11184	15326	7748	4440	2242
AKAP14	0	0	14	0	0	6	2	2	2	0	4	0
AKAP17A	3342	412	588	416	244	344	476	424	574	156	196	520
AKAP2	10094	2858	432	1300	342	996	968	956	770	146	104	38
AKAP3	397	72	36	12	16	20	32	16	26	46	60	0
AKAP4	0	0	4	0	0	0	12	6	0	0	0	0
AKAP5	175	50	18	168	10	64	20	20	20	10	116	6
AKAP6	106736	11560	8628	11394	5276	7626	8890	19876	4142	8274	6328	8748
AKAP7	1327	384	292	356	188	492	410	582	108	164	54	136
AKAP8	17518	778	688	694	339	920	1132	688	1500	598	374	10
AKAP8L	21910	986	1220	1634	682	982	1792	1272	1768	1150	940	2400
AKAP9	28739	16680	32007	23234	12522	26304	24784	33624	29804	11624	13250	11488
AKD1	1103	236	50	88	58	104	118	26	10	0	0	0
AKIP1	2645	46	234	440	114	186	248	218	110	60	40	66
AKIRIN1	8088	1172	1418	1262	492	1024	1656	1212	788	964	824	1146
AKIRIN2	35000	688	692	712	272	536	726	1430	766	688	1098	964
AKNA	1090	72	66	824	46	62	62	74	158	84	76	12
AKNAD1	45	24	8	2	10	10	4	18	0	0	0	0
AKR1A1	9979	218	950	614	406	514	568	486	238	138	344	504
AKR1B1	32233	5006	3204	2570	1624	4468	4874	6012	2038	1882	1584	420
AKR1B10	289	152	1046	4348	2072	2494	1842	1460	632	168	282	0
AKR1B15	216	314	260	734	462	372	220	306	112	30	116	0
AKR1C1	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C2	5190	94	100	92	150	264	100	396	354	22	6	2
AKR1C3	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C4	0	0	0	0	0	0	0	0	0	0	0	0
AKR1CL1	1275	276	272	236	282	256	264	237	204	112	19	2
AKR1D1	2	6	4	0	6	0	0	0	2	0	0	4
AKR1E2	40	76	8	8	0	16	0	4	30	0	0	20
AKR7A2	8666	522	541	297	336	502	489	797	153	214	192	148
AKR7A2P1	58	0	0	0	0	0	0	0	0	4	3	0
AKR7A3	155	84	10	2	4	0	0	30	4	6	16	18
AKR7L	227	4	103	48	46	56	102	112	10	34	67	274
AKT1	21307	1652	1636	2496	1394	1868	4498	3252	1872	1822	1204	1058
AKT1S1	19666	738	1302	1306	460	1176	1502	1126	1056	128	68	42
AKT2	20291	3340	4080	4650	1942	3624	6290	5538	4870	2492	1270	5736
AKT3	9385	1022	1268	1918	894	1362	2036	3010	4456	2028	1306	1000
AKTIP	13574	2382	1730	2092	1132	2294	2170	2054	1122	1072	850	2212
ALAD	7731	894	630	576	418	536	722	642	214	270	212	140
ALAS1	17397	2788	2420	2054	1172	2344	3732	5146	1786	2198	1784	1108
ALAS2	41	10	8	4	26	2	20	34	40	1656	64	38
ALB	127	172	1694	2	980	502	36	0	30	0	0	164
ALCAM	781	166	282	210	138	320	154	468	302	310	170	108
ALDH16A1	2226	132	136	320	76	140	192	250	150	68	38	56
ALDH18A1	1907	488	1456	1722	1062	1158	1704	1114	534	458	172	174
ALDH1A1	14664	5110	11088	4390	1444	6312	7236	5281	1580	2214	3126	732
ALDH1A2	2175	152	114	176	202	286	184	514	100	96	964	180
ALDH1A3	4323	154	860	1282	506	740	472	398	356	66	156	26
ALDH1B1	21520	1052	642	246	168	190	50	828	38	2	0	20
ALDH1L1	29402	5630	22650	5998	5890	8424	10760	7080	5262	916	5699	8
ALDH1L1-AS1	4	0	0	0	0	0	0	0	0	0	0	0
ALDH1L1-AS2	27	316	26	0	2	8	22	24	72	0	0	0
ALDH1L2	1728	108	124	34	70	80	100	216	100	356	176	132
ALDH2	42475	11774	11400	9154	4668	7016	10392	10854	6544	3964	4446	3356
ALDH3A1	497	6	384	64	58	104	118	460	362	162	32	44
ALDH3A2	48323	1224	2390	1854	962	1888	2826	1224	1266	682	462	668
ALDH3B1	737	26	88	14	46	34	78	14	8	8	8	42
ALDH3B2	0	4	8	0	12	4	4	0	0	0	4	4
ALDH4A1	10899	662	278	528	270	342	568	502	518	1408	1158	188
ALDH5A1	6328	3318	1334	586	442	798	834	1156	172	350	408	30
ALDH6A1	11957	1544	4706	2806	1726	1608	2628	3044	3494	4460	3100	2818
ALDH7A1	3764	256	526	362	280	274	418	336	428	1390	1140	276
ALDH8A1	2	24	4	4	16	20	2	0	6	0	0	2
ALDH9A1	24641	1558	3800	3586	1672	3696	2194	1540	748	746	1158	1538
ALDOA	1291362	201154	269544	446924	251400	530803	682412	353101	64030	128650	291375	273550
ALDOB	56	10	92	136	68	24	4	2	16	8	0	418
ALDOC	1016	62	130	30	14	92	88	136	59	36	42	50
ALG1	2633	158	100	126	122	136	106	132	126	86	60	18
ALG10	561	180	256	178	94	136	124	182	188	24	62	58
ALG10B	1991	342	568	390	204	368	340	508	556	26	28	106
ALG11	1050	184	324	290	112	216	254	310	324	262	186	182
ALG12	2810	366	204	188	142	196	470	218	344	94	66	6
ALG13	2879	348	764	788	300	534	796	904	668	462	436	540
ALG14	591	132	210	194	74	196	266	172	102	230	576	98
ALG1L	131	58	4	4	6	6	2	3	1	0	0	0
ALG1L2	31	2	0	2	0	2	2	0	0	0	0	0
ALG2	4022	138	424	476	276	488	432	494	474	78	76	94
ALG3	6880	314	154	316	198	238	404	370	248	366	240	292
ALG5	4885	188	236	238	164	286	256	242	666	310	152	410
ALG6	1877	198	406	374	214	442	380	296	296	330	370	224
ALG8	2434	174	420	322	148	236	272	142	514	114	102	318
ALG9	4351	981	1592	1656	576	1154	1671	2888	1134	336	516	36
ALK	31	0	114	26	20	60	44	18	32	2	2	2
ALKBH1	4642	492	400	274	78	238	356	230	316	122	80	90
ALKBH2	2977	106	142	196	122	180	244	154	124	152	56	4
ALKBH3	5812	484	1120	1684	504	1030	714	2563	1804	176	416	746
ALKBH4	1074	94	68	158	58	134	172	124	120	40	62	36
ALKBH5	112957	11498	11284	11690	6594	8812	20108	14372	5558	3108	3670	3744
ALKBH6	350	32	44	62	36	34	32	18	8	62	58	120
ALKBH7	3501	916	738	742	138	842	1310	1634	464	454	140	94
ALKBH8	3418	812	818	860	592	894	1188	1070	1592	362	342	46
ALLC	39	0	6	0	0	0	0	0	0	0	4	0
ALMS1	4512	1132	1222	1378	626	1244	1288	2156	2916	1062	772	470
ALMS1P	24	0	0	10	4	0	8	4	0	4	0	2
ALOX12	7	0	8	0	2	8	4	14	0	4	2	0
ALOX12B	3	0	0	2	0	0	0	0	0	2	4	2
ALOX12P2	2	0	0	8	0	0	0	0	0	0	0	0
ALOX15	2	0	4	34	10	8	2	52	11	6	26	8
ALOX15B	3	0	0	0	2	0	0	0	0	0	2	0
ALOX15P1	0	0	0	0	0	0	0	8	0	0	4	0
ALOX5	0	0	0	0	0	0	0	0	0	0	0	0
ALOX5AP	717	14	40	18	14	16	24	50	56	28	14	8
ALOXE3	0	0	2	2	0	0	0	4	2	16	0	0
ALPI	0	0	0	0	0	0	0	0	0	0	0	0
ALPK1	3126	36	302	326	286	326	180	172	654	140	64	18
ALPK2	48184	13398	20080	9300	4846	7238	14072	15256	792	496	1974	830
ALPK3	304989	27760	83051	31666	15026	31744	50840	65455	87482	11996	16255	5086
ALPL	525	12	52	74	22	14	84	90	54	10	10	6
ALPP	0	0	0	0	0	0	0	2	4	0	0	0
ALPPL2	0	0	0	0	0	0	0	0	0	0	0	0
ALS2	9910	2646	3346	3424	1922	2850	3294	3664	4322	3004	1202	4918
ALS2CL	999	208	372	316	118	170	262	532	506	232	132	134
ALS2CR11	0	32	56	60	18	28	14	104	4	0	6	0
ALS2CR12	57	38	14	32	18	6	132	46	24	2	0	0
ALS2CR8	815	380	276	306	148	250	254	184	388	138	140	304
ALX1	0	4	12	2	6	10	4	0	0	0	0	4
ALX3	88	0	0	2	0	0	0	2	4	0	0	0
ALX4	67	6	2	18	16	10	30	14	28	2	6	0
ALYREF	7633	424	506	468	156	432	542	534	748	270	328	68
AMACR	2029	90	54	148	32	238	222	180	30	94	16	24
AMBN	0	0	0	0	0	0	0	0	0	0	0	0
AMBP	4	16	74	2	38	46	2	0	2	0	0	6
AMBRA1	11607	800	1242	1086	518	916	1208	1688	1444	1374	722	780
AMD1	14501	2266	6940	3600	1618	3030	4992	4798	3124	1430	3322	4472
AMDHD1	87	12	4	2	0	0	0	4	8	6	2	0
AMDHD2	403	58	90	94	22	92	136	128	164	218	110	84
AMELX	18	0	0	0	0	0	0	0	0	0	0	0
AMELY	0	0	0	0	0	0	0	0	0	0	0	0
AMFR	238281	10482	7490	6806	4256	9290	13970	10504	6682	3022	2736	4434
AMH	382	2	0	2	0	0	0	2	2	4	2	0
AMHR2	340	2	2	2	6	14	6	4	32	0	0	0
AMICA1	134	0	36	10	4	8	10	24	36	8	0	4
AMIGO1	4839	1192	342	650	238	478	542	630	98	146	368	88
AMIGO2	387	40	104	92	56	60	82	110	220	118	344	66
AMIGO3	190	74	12	32	14	28	42	24	58	14	20	8
AMMECR1	440	78	240	216	96	210	204	260	372	246	230	304
AMMECR1L	5350	502	260	640	222	422	514	698	694	868	460	596
AMN	0	0	0	14	0	6	8	2	4	0	0	4
AMN1	3269	288	1126	988	474	942	1124	998	458	202	246	328
AMOT	23628	10384	5983	5312	2342	4906	8639	6336	1400	1588	1798	5682
AMOTL1	255404	22922	31780	9608	5418	10768	15176	11790	9290	6246	8648	2778
AMOTL2	6440	832	672	754	256	526	1746	2196	1834	2020	634	198
AMPD1	111047	23032	14896	23565	15266	23832	34130	39030	2730	41182	10722	48926
AMPD2	1612	124	258	272	94	420	706	560	490	140	184	202
AMPD3	39096	1022	4708	1586	906	1570	2206	6948	8650	1112	1916	1430
AMPH	3649	30	18	18	38	18	42	66	130	28	40	4
AMT	183	72	230	318	220	608	316	402	212	444	230	22
AMTN	0	0	0	0	0	0	0	0	0	0	0	0
AMY1A	210	18	0	0	0	0	1	0	0	6	0	0
AMY1B	210	0	0	0	0	0	0	0	0	0	0	0
AMY1C	202	0	0	0	0	0	0	0	0	0	0	0
AMY2A	280	86	537	411	233	505	377	114	297	441	318	48
AMY2B	1769	1033	1360	1246	627	1232	1139	395	1032	1990	855	116
AMZ1	0	4	2	8	0	2	0	0	0	2	0	0
AMZ2	0	0	0	0	0	0	0	0	0	0	0	0
AMZ2P1	1678	188	160	176	138	288	224	144	108	36	50	14
ANAPC1	10000	1354	2430	1924	982	1916	2504	2486	2756	2114	1768	1556
ANAPC10	2584	278	506	452	214	410	368	448	134	134	120	182
ANAPC11	6906	948	798	918	320	778	1096	1230	550	478	146	200
ANAPC13	13150	846	806	536	444	790	678	450	288	138	318	208
ANAPC15	1113	962	412	304	286	430	554	608	304	426	156	228
ANAPC16	40252	3688	2620	2512	1212	2332	2398	2414	1240	1038	723	1232
ANAPC1P1	153	2	102	86	54	90	114	128	104	126	78	124
ANAPC2	3406	316	642	798	140	480	666	638	630	656	596	278
ANAPC4	5495	514	1280	1274	630	918	1170	722	686	932	630	1416
ANAPC5	23693	1750	2644	2426	1180	2204	2686	2274	2444	2598	1752	1858
ANAPC7	16552	778	2580	2392	1200	2054	2218	2982	2530	1888	1710	2288
ANG	1565	4	62	22	14	16	30	122	164	2	0	4
ANGEL1	7229	420	772	1258	798	882	1270	1186	596	244	228	308
ANGEL2	5539	696	1273	1226	550	942	1188	1286	1318	812	364	1042
ANGPT1	1106	1452	712	1568	542	1344	1260	786	308	118	144	50
ANGPT2	2230	224	144	106	106	90	240	192	262	208	40	84
ANGPT4	0	2	0	2	4	8	4	10	0	2	0	0
ANGPTL1	11896	364	348	226	452	464	362	718	798	920	298	94
ANGPTL2	35987	1806	900	3388	2114	2908	2926	3616	1432	1596	2642	978
ANGPTL3	0	2	8	2	2	2	0	0	0	0	2	12
ANGPTL4	878	6	360	194	30	14	6	106	32	0	6	8
ANGPTL5	436	18	78	20	40	100	326	34	64	4	2	0
ANGPTL6	75	0	2	6	2	0	0	2	2	0	0	0
ANGPTL7	1588	4	134	128	90	102	276	228	316	56	18	8
ANHX	0	0	0	0	0	0	0	0	0	0	0	0
ANK1	9092	19073	6002	6674	4590	6432	7460	11180	596	1712	2856	30
ANK2	16000	10746	13478	9196	4856	8642	11240	12092	7084	13104	2980	5486
ANK3	36076	7646	6404	6960	3340	7268	5900	10963	9708	7100	5234	12632
ANKAR	846	122	130	194	110	234	154	162	170	116	132	6
ANKDD1A	532	20	4	4	6	8	16	8	2	2	0	0
ANKDD1B	0	2	10	14	28	34	22	14	34	0	2	0
ANKFN1	0	0	10	6	10	0	2	2	0	0	4	6
ANKFY1	13348	960	1278	1384	580	878	1366	1514	1590	728	454	510
ANKH	23797	2456	1446	3364	1500	3338	2982	2666	1822	1790	1108	566
ANKHD1	21293	104	298	164	90	160	248	378	534	372	270	376
ANKHD1-EIF4EBP3	21681	4	18	20	8	10	20	12	40	2	16	22
ANKIB1	6014	1390	2600	2244	950	1586	2080	3062	1960	1226	1914	2840
ANKK1	15	0	4	6	0	10	2	2	0	0	0	0
ANKLE1	42	8	2	8	2	0	4	6	2	6	0	0
ANKLE2	29523	1798	2178	3014	1336	2582	2892	2230	2056	564	404	208
ANKMY1	721	132	6	8	0	2	4	20	46	4	0	0
ANKMY2	3643	930	1180	704	320	516	744	668	178	378	286	552
ANKRA2	985	216	416	358	124	358	280	350	660	268	182	570
ANKRD1	4284	3442	5420	2926	4290	840	5732	25644	2020	123627	80938	73824
ANKRD10	37115	1992	3828	5602	2716	5708	6524	5434	10836	2154	2036	1848
ANKRD10-IT1	1529	726	1752	2324	970	2306	2086	2508	10274	2096	2296	8872
ANKRD11	27303	1314	1300	1346	590	892	1776	1674	3728	1748	1870	216
ANKRD12	19230	4862	5228	4302	2458	5712	4138	6144	11736	4218	5778	3472
ANKRD13A	4757	356	774	1028	476	904	1208	1552	1554	426	804	974
ANKRD13B	2481	78	26	132	32	56	116	94	46	154	236	186
ANKRD13C	8272	1182	1838	1568	654	2114	1942	1496	1826	798	742	722
ANKRD13D	1099	74	86	142	44	62	128	98	106	20	28	26
ANKRD16	816	114	70	84	34	82	94	224	184	86	126	14
ANKRD17	44364	4632	6290	5318	2374	3868	6206	6554	6534	6950	6048	12928
ANKRD18A	2	0	6	10	20	8	9	2	12	0	0	0
ANKRD18B	194	0	4	28	16	10	10	2	18	0	0	0
ANKRD18CP	0	0	24	71	24	36	24	18	40	0	0	0
ANKRD18DP	0	2	0	0	0	0	6	0	2	0	0	0
ANKRD19P	1250	0	4	24	12	8	3	4	12	2	0	0
ANKRD2	8997	198	24474	2422	258	880	7044	4142	2132	11640	17592	5642
ANKRD20A1	44	4	0	0	0	0	0	0	0	0	0	0
ANKRD20A11P	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD20A12P	27	34	0	2	2	2	2	0	4	0	0	0
ANKRD20A19P	10	2	2	0	0	0	0	0	0	0	0	0
ANKRD20A2	44	0	0	0	0	0	0	0	0	0	0	0
ANKRD20A3	44	4	0	0	0	0	0	0	0	0	0	0
ANKRD20A4	50	4	0	0	0	0	0	0	0	0	0	0
ANKRD20A5P	3	4	0	8	3	8	4	0	4	0	0	0
ANKRD20A8P	144	152	88	93	36	96	45	57	189	16	6	0
ANKRD20A9P	99	18	78	79	56	69	71	61	138	8	16	2
ANKRD22	0	2	0	12	0	0	2	2	8	2	0	0
ANKRD23	108106	37066	53642	61132	25506	46920	56589	79253	4788	28734	11551	8840
ANKRD24	157	0	38	58	34	16	66	50	12	62	20	0
ANKRD26	4849	1498	2432	1940	906	1804	1952	1528	932	760	1504	144
ANKRD26P1	0	0	80	104	42	48	178	42	112	0	0	0
ANKRD26P3	0	0	2	2	0	4	8	194	6	0	0	0
ANKRD27	23152	1223	512	946	360	722	1006	662	964	314	168	42
ANKRD28	60657	4650	5384	4730	2474	3908	4578	4242	3010	1550	3480	2578
ANKRD29	151	72	62	62	80	66	138	120	72	2	34	12
ANKRD30A	0	2	18	2	0	0	16	0	6	0	0	0
ANKRD30B	0	2	10	0	0	2	2	0	0	0	0	0
ANKRD30BL	0	220	58	810	22	290	246	320	1772	240	0	0
ANKRD30BP2	7	0	2	4	0	0	1	4	2	0	0	0
ANKRD31	0	8	14	40	18	12	6	10	10	14	2	0
ANKRD32	286	172	280	296	154	428	294	364	818	136	104	192
ANKRD33	0	0	0	0	0	0	0	0	0	6	0	0
ANKRD33B	15850	3974	8536	10386	4338	10262	13164	6630	4416	70	54	70
ANKRD34A	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD34B	0	936	0	0	0	0	0	0	0	0	0	2
ANKRD34C	41	0	0	0	0	0	0	0	0	0	0	0
ANKRD35	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD36	125	156	8	0	0	4	2	0	0	0	0	2
ANKRD36B	8	194	0	0	0	0	0	0	4	0	0	2
ANKRD36BP1	421	0	0	0	0	0	0	0	0	0	2	0
ANKRD36BP2	0	123	0	0	0	0	0	0	0	0	0	0
ANKRD36C	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD37	1713	604	90	108	90	362	310	338	42	68	100	58
ANKRD39	1402	72	162	152	96	158	270	164	202	144	182	10
ANKRD40	104878	21040	11474	10720	5656	13262	15592	17830	5320	2372	2929	3332
ANKRD42	281	118	238	428	214	120	168	162	244	28	18	40
ANKRD44	819	192	432	912	204	246	348	508	956	308	228	512
ANKRD45	0	0	0	0	0	0	0	0	0	6	36	0
ANKRD46	15188	3326	3242	5010	2796	6302	5966	2298	800	646	786	374
ANKRD49	1131	146	300	254	106	248	262	266	582	188	178	72
ANKRD5	210	0	2	2	0	0	0	0	0	2	12	10
ANKRD50	2878	798	830	1054	572	570	744	1024	1414	478	370	1160
ANKRD52	9095	858	1336	1856	704	1572	3242	2774	686	1044	3058	954
ANKRD53	73	2	0	0	0	0	0	0	2	0	0	0
ANKRD54	3469	240	368	402	186	314	552	474	224	158	98	108
ANKRD55	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD6	1850	414	50	114	40	102	66	184	160	40	110	52
ANKRD60	0	0	2	0	0	0	0	0	0	0	0	0
ANKRD62	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD62P1-PARP4P3	0	2	0	0	8	0	0	2	12	0	0	0
ANKRD63	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD65	268	4	0	4	0	0	0	0	0	2	0	0
ANKRD7	0	2	0	0	0	0	0	0	4	4	2	0
ANKRD9	8097	910	718	854	94	926	1970	720	358	2300	250	56
ANKS1A	1851	854	660	616	290	264	660	672	742	426	266	708
ANKS1B	504	168	138	68	92	132	94	186	16	80	28	124
ANKS3	672	88	60	104	70	110	142	82	236	78	70	86
ANKS4B	9	4	0	4	0	0	2	2	2	2	12	2
ANKS6	1078	146	148	132	80	142	112	142	170	36	60	12
ANKUB1	0	0	0	0	0	0	0	0	0	4	0	0
ANKZF1	6061	452	982	802	592	882	1308	1538	2328	314	318	170
ANLN	135	30	12	126	6	18	18	10	92	6	64	154
ANO1	2445	172	262	112	70	78	160	330	388	210	98	42
ANO1-AS2	0	0	0	0	0	0	0	0	0	0	0	0
ANO10	4881	844	1062	700	570	874	716	872	196	518	536	1184
ANO2	173	60	28	60	16	40	44	214	60	114	40	4
ANO3	0	0	8	8	4	0	2	20	0	8	10	6
ANO4	0	0	0	0	0	0	0	0	0	0	0	0
ANO5	48946	14660	16650	12966	7016	14526	10796	13502	1702	2390	7924	1378
ANO6	60369	3552	5406	4478	2714	4948	3369	7698	4274	3276	8032	8942
ANO7	130	10	10	8	2	8	14	16	0	0	0	0
ANO8	4049	244	380	498	260	276	620	390	88	244	246	158
ANO9	0	2	0	0	0	0	0	2	0	0	0	0
ANP32A	22414	1576	2246	2032	866	1586	2288	3190	1190	1248	1822	3970
ANP32A-IT1	34	156	90	94	58	38	68	102	132	12	22	6
ANP32AP1	532	0	0	0	0	0	0	0	0	0	0	0
ANP32B	35387	224	802	1034	504	706	1194	1158	2292	894	920	3864
ANP32C	60	0	0	0	0	0	0	0	0	0	0	0
ANP32D	3	0	0	0	0	0	0	0	0	0	0	0
ANP32E	14379	1950	1372	1873	908	1624	1694	1705	1376	312	672	824
ANPEP	518	32	18	10	20	16	8	2	146	16	46	30
ANTXR1	24103	722	752	532	728	852	1422	1590	4002	422	380	350
ANTXR2	13400	664	1460	870	880	970	746	1060	2036	848	846	84
ANTXRL	0	0	2	4	4	4	4	0	0	0	0	0
ANXA1	7651	1146	1666	684	790	1182	970	1854	1466	866	1030	1226
ANXA10	0	0	12	2	26	96	228	0	6	0	0	0
ANXA11	94171	3992	5708	7794	2678	6630	7053	5914	3640	4444	2282	1900
ANXA13	0	0	0	0	0	0	0	0	4	0	0	0
ANXA2	41410	1500	1562	806	798	1056	1234	1932	2074	870	410	7788
ANXA2P1	531	18	52	17	29	28	27	84	51	87	53	450
ANXA2P2	6849	54	846	396	290	444	573	1054	1363	381	260	4144
ANXA2P3	68	0	25	0	0	0	0	14	14	8	0	14
ANXA2R	283	30	30	36	16	40	52	16	28	6	0	0
ANXA3	1693	188	786	442	230	314	618	446	342	624	318	0
ANXA4	9770	578	880	192	282	248	474	546	114	1028	270	2246
ANXA5	22221	1322	2810	1628	1438	2120	2290	3740	812	1312	2210	1770
ANXA6	109209	9412	10742	12160	6460	11310	11786	15380	5686	8306	6726	3250
ANXA7	76363	5420	10512	9840	6092	10896	11884	8270	7578	3412	3768	12930
ANXA8	0	0	0	0	0	0	0	0	0	0	0	0
ANXA8L1	13	4	0	8	2	0	0	0	2	0	0	2
ANXA8L2	11	4	2	14	4	2	2	6	2	0	6	166
ANXA9	152	0	2	4	0	0	2	12	0	2	0	4
AOAH	401	6	2	16	2	16	8	0	32	24	16	4
AOAH-IT1	0	0	0	0	0	0	0	0	0	0	0	0
AOC2	266	42	26	34	4	6	18	32	92	92	54	3
AOC3	10640	850	112	98	76	64	48	742	872	238	116	70
AOC4	230	18	12	6	6	8	6	34	88	22	30	30
AOX1	7632	296	458	464	420	674	410	8392	2420	108	760	112
AOX2P	4	2	24	12	4	22	2	18	2	0	2	4
AP1AR	2948	388	616	450	222	354	420	688	260	242	290	244
